CEN_1861,REGCNTY,REGDIST,SUBDIST,POP_DENS,TYPE,POP,ACRES,TFR,ASFR_20-24,ASFR_25-29,ASFR_30-34,ASFR_35-39,ASFR_40-44,ASFR_45-49,TMFR,TMFR_25,ASMFR_20-24,ASMFR_25-29,ASMFR_30-34,ASMFR_35-39,ASMFR_40-44,ASMFR_45-49,LEGIT_RATE,ILLEG_RATE,ILLEG_RATIO,F_SMAM,M_SMAM,F_CEL_4554,M_CEL_4554,IMR,ECMR,DOC,LP_FAM,SINGLE_PER,HOUSE_SERV,BOARD,HH_KIN,AV_AGE,AV_AGE_F,AV_AGE_M,DEPEND,C_WORK_AGE,ELD_WORK_AGE,IRISH_BORN,SR,HC1,HC2,HC3,HC4,HC5,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,FMAR_PRATE,FNM_PRATE,FWID_PRATE,F_DOM,F_TEX,C_TEACHER,F_CL_1013,M_CL_1013,F_CL_1418,M_CL_1418
30001,LONDON,ST. GEORGE HANOVER SQUARE,HANOVER SQUARE,44.40184888,professional,19773,445.3192941,2.04067,44.421125,98.400568,120.324553,91.422355,45.044556,8.209093,6.41249,4.3502278,434.02429,334.61893,258.21242,182.92967,81.12847,13.15607,177.7644773,3.028097821,3.435399552,29.90598385,29.20476262,23.18087318,14.16149068,161.75,141.15,28.02043844,6.517556518,15.63251563,30.28,13.15536316,0.673400673,28.39858321,28.71772954,27.96460755,32.89938217,28.37599294,4.523389232,3.13,68.87343187,7.542627884,21.04312939,25.67703109,23.59077232,21.6449348,11.26,19.04,39.21,11.2,17.81,0.65,0.08,0.16,26,81.61,66.63,46.59706886,0.120457739,35.09459459,5.505505506,7.707707708,39.06161673,30.24307518
30002,LONDON,ST. GEORGE HANOVER SQUARE,MAYFAIR,98.10395153,professional,12885,131.3402753,1.13685,19.776559,48.302077,66.697565,50.922085,29.660619,3.939317,5.86328,3.7298907,277.39768,284.45235,224.20127,147.52902,78.16682,11.62868,169.1539884,7.75684871,13.35149864,31.70879425,30.84414947,32.44514107,20.69672131,108.78,101.6,38.78256471,6.936665231,15.63981043,48.51,12.45152951,0.560103404,29.8435971,29.82887777,29.86478699,22.34492724,17.85529982,4.489627413,2.61,66.1351166,8.255269321,20.57962529,11.44613583,21.01873536,38.1147541,12.59,17.17,39.26,11.05,18.5,0.45,0.06,0.27,27.9,84.04,65.37,63.93849206,0.024801587,48.25,5.161290323,11.61290323,39.71504898,32.68032057
30003,LONDON,ST. GEORGE HANOVER SQUARE,BELGRAVE,95.92624839,,55113,574.5351343,,,,,,,,,,,,,,,,,,3.088648215,,,,,160.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001,LONDON,WESTMINSTER,ST. JOHN WESTMINSTER,183.093615,semi-professional,37483,204.7204103,4.44414,169.79718,241.21171,232.81564,160.97479,73.31156,11.77668,6.46476,4.5343188,388.62822,331.9819,275.16466,195.87003,89.38019,14.46698,207.0187806,8.707881264,2.586206897,23.45835714,25.41737715,7.780612245,9.215686275,191.45,210.14,5.930142916,8.36005225,10.71131695,6.4,9.488184301,0.926255789,25.61819693,26.03597418,25.19083924,55.06166022,50.72703847,4.334621756,5.45,97.83340919,3.787955723,18.55387428,34.52828273,24.23073017,18.73667107,7.09,12.93,34.83,18.02,25.98,0.65,0.07,0.27,24.14,67.04,67.97,19.42970822,0.110521662,54.5037594,3.692651996,7.609101082,24.3700504,38.69690425
40002,LONDON,WESTMINSTER,ST. MARGARET WESTMINSTER,49.58989578,professional,30730,619.6826898,3.08661,106.18843,155.323965,163.581509,133.394645,51.605553,7.933224,6.48224,4.5199078,409.8599,342.99397,267.73162,204.61836,78.19075,10.44686,180.2294817,18.18648556,10.04784689,26.55363231,28.84127678,12.5631769,9.765258216,232.95,162.68,4.325727263,9.096525097,15.02702703,14.13,7.752895753,0.664092664,26.73630149,27.55877517,25.81633591,43.34076417,39.07408367,4.266680491,4.86,87.12650369,5.967053081,32.47101891,23.90482001,18.36485662,19.14582062,9.13,13.42,31.28,26.01,19.29,0.43,0.09,0.14,25.69,72.05,71.41,38.30942226,0.038774719,80.41935484,2.524167562,8.324382385,28.07017544,33.33333333
50001,LONDON,ST. MARTIN-IN-THE-FIELDS,CHARING CROSS,45.28642734,professional,11071,244.4661822,2.2988,56.958792,120.428041,135.753093,99.194847,40.50112,3.734882,5.98794,4.309722115,351.44551,349.462895,279.073293,158.622893,68.726603,6.058739,156.8423486,10.7726262,10.2351314,28.28757327,29.53445958,19.30501931,18.36327345,182.43,153.62,20.38043478,6.322580645,17.03225806,27.05,10.40860215,0.688172043,28.42535568,28.5510397,28.29163315,32.82422987,28.53999482,4.28423505,3.44,93.8770389,9.769775679,37.24911452,20.24793388,22.31404959,10.27154664,15.61,21.68,27,21.02,13.52,0.45,0.03,0.24,24.88,79.13,75.59,55.95290013,0,38.23076923,4.55311973,6.745362563,32.61105092,35.75297941
50002,LONDON,ST. MARTIN-IN-THE-FIELDS,LONG ACRE,316.1078312,semi-professional,11618,36.75328117,3.83344,136.756254,213.205869,210.536583,142.297836,59.786136,7.891543,6.28482,4.32973725,409.84342,327.52224,265.24713,178.71707,83.87384,10.58717,201.2872508,7.304011308,3.088101726,24.88153545,26.3861818,8.928571429,12.61770245,183.79,235.4,5.454049632,8.647290994,12.02009329,11.09,10.33369214,1.076426265,26.58162801,26.88091006,26.26802012,46.15180114,42.01781204,4.1339891,4.34,96.32045929,4.467653032,22.04815782,37.53988976,23.58572672,12.06846533,7.22,19.32,40.15,13.52,18.02,1.33,0.06,0.09,23.69,67.69,72.45,27.47567258,0.114481969,50.85365854,4.183006536,7.712418301,25.51401869,41.21495327
60001,LONDON,ST. JAMES WESTMINSTER,BERWICK STREET,423.0465092,other urban,10607,25.07289333,4.21549,158.186547,228.646353,233.853024,142.871892,85.135285,9.318723,6.49738,4.6940559,408.06867,335.02022,301.38591,171.99369,119.38187,11.02949,210.0666565,6.555584685,2.486187845,24.64408601,25.86706053,8.851674641,11.02150538,187.08,263.63,3.47906761,8.402203857,11.6620753,9.69,10.78971534,0.550964187,25.50452962,26.00909711,24.97792547,51.2118019,47.41833509,3.793466807,5.29,93.08240081,3.461688059,18.9420459,48.03578374,22.32594321,6.96227149,5.52,18.71,51.69,9.14,13.55,0.79,0,0.28,23.25,75.03,75,22.69807281,0.071377587,73.91666667,2.950310559,6.366459627,29.40397351,42.1192053
60002,LONDON,ST. JAMES WESTMINSTER,ST. JAMES SQUARE,130.4003713,professional,10753,82.46142162,1.55223,39.678339,71.318909,92.793895,66.0627,29.830296,2.255703,5.96292,3.650946215,444.015731,304.510333,233.84656,136.411109,54.185447,1.235794,160.9117835,1.932140106,3.153988868,28.54851622,29.43641597,32.53012048,29.62962963,158.48,153.97,20.24486648,4.626660559,18.96472744,41.5,16.53687586,0.778744847,29.45443124,28.4511883,30.57965963,22.65291607,18.96633476,3.686581318,3.93,87.71695594,11.11432706,31.9536903,19.73950796,21.07091172,15.89001447,17.14,21.32,35.91,11.57,13.01,0.35,0.21,0.15,24.38,80.31,63.71,57.8854935,0,36.2,6.511627907,8.372093023,38.8942774,33.3656644
60003,LONDON,ST. JAMES WESTMINSTER,GOLDEN SQUARE,260.1219278,semi-professional,13966,53.69020644,2.87357,84.211068,154.431809,168.234845,126.916354,36.114821,4.810744,6.05142,4.28584405,375.34747,313.23031,280.60494,202.6918,52.14149,8.50027,189.4039687,18.75888129,11.94379391,27.06659011,27.91196777,16.45962733,12.96296296,165.9,220.66,31.02149346,6.879299562,13.53971232,21.29,13.10193871,0.687929956,27.28458469,27.07044008,27.52997146,39.36148301,34.76828012,4.593202884,4.86,84.67097756,5.206073753,23.90937575,42.87780188,19.52277657,8.363461075,11.1,17.55,48.14,9.13,13.21,0.49,0.05,0.19,24.83,76.88,69.85,33.02654867,0.07079646,58,5.263157895,5.99755202,32.48772504,33.14238953
70001,LONDON,MARYLEBONE,ALL SOULS,270.7319534,semi-professional,29952,110.633413,3.09931,108.334501,168.792969,165.196623,119.909851,51.862371,4.807343,5.86694,4.0119177,348.52921,305.01627,236.45273,175.65528,77.15945,8.09981,189.9706421,6.864834615,3.732162459,25.24178441,26.78546147,17.07768187,8.844621514,159.45,230.93,9.378349411,7.332924586,15.781729,13.32,10.05518087,0.698957695,27.4024333,28.07370102,26.5960602,43.59418616,38.5311387,5.063047454,2.48,80.38024134,4.906839486,20.25228562,43.84909154,23.82826062,6.966786252,9.81,18.81,48.78,9.62,11.53,1.05,0.04,0.13,25.99,73.84,67.15,26.91247416,0.034458994,44.56410256,5.120481928,8.534136546,30.209569,36.18030842
70002,LONDON,MARYLEBONE,CAVENDISH SQUARE,136.2876075,professional,15090,110.7217323,1.8258,40.273865,91.112703,107.931135,74.499984,32.666245,4.356985,6.10726,4.339138165,330.375641,368.264883,244.403109,190.614563,57.361792,7.183286,187.0597106,3.250275038,4.253214639,30.30767725,28.97809921,30.36848793,14.15770609,144.56,164.94,40.84609774,6.999306999,14.31046431,35.56,9.043659044,0.97020097,28.89588501,29.27443793,28.33484245,29.58305758,24.950364,4.63269358,3.44,62.27370359,9.660502346,25.77974055,18.02373723,23.51642285,22.7711841,16.74,19.57,36.57,7.85,17.84,0.87,0,0.25,22.87,78.56,60,50.03775485,0,37.36956522,4.494382022,5.778491172,33.05084746,29.73805855
70003,LONDON,MARYLEBONE,RECTORY,232.3437188,professional,26692,114.8815218,3.01007,89.737377,166.701951,168.391481,123.413424,48.927727,5.926131,6.4619,4.697445065,380.922648,368.493804,285.984878,196.108726,80.629844,8.271761,200.9161522,35.80855275,19.26062847,25.89672058,27.08829707,23.59702502,10.43643264,188.06,214.64,11.10318027,8.22346737,14.55174687,16.78,11.33816744,0.593276203,29.31612391,30.50235038,27.7688295,46.81359687,37.80537578,9.008221095,8.09,72.28528378,4.678624813,21.47982063,29.23766816,23.30343797,20.70254111,8.77,16.55,38.29,11.01,23.95,0.68,0,0.2,26.19,79.11,73.93,36.41556587,0.160656908,41.5049505,3.822937626,7.780013414,33.00970874,37.03883495
70004,LONDON,MARYLEBONE,ST. MARY,244.2324113,professional,22493,92.09670364,2.60725,74.827815,137.404516,145.867847,104.877776,50.140854,8.573965,5.88966,4.12098555,335.05868,306.80135,254.30809,171.24333,77.10876,14.73558,221.8173377,41.58610334,21.13050076,26.78464959,27.13986134,23.60446571,12.19239374,114.48,196.88,16.78556441,8.98540531,17.83013891,16.7,9.987691226,0.7209425,28.43933523,29.62812143,26.85022363,42.71152565,36.41572285,6.295802798,5.25,71.01515324,4.926880223,21.48328691,31.05849582,22.49303621,19.98607242,8.95,18.03,41.68,9.99,20.47,0.37,0,0.39,25.62,74.76,61.91,38.45013762,0.021172983,39.89772727,4.255319149,7.674772036,31.80212014,34.7467609
70005,LONDON,MARYLEBONE,CHRISTCHURCH,66.00319911,professional,34913,528.9592091,3.43648,113.0976,181.48492,183.58856,139.50372,63.17491,12.55568,6.31351,4.5885051,354.83893,327.59556,276.66341,208.27456,86.28687,18.88062,201.5319678,9.022323139,4.413542926,25.14778693,25.50053499,16.57366071,6.869633099,206.66,183.13,6.287236909,8.857644991,13.79027534,12.86,7.592267135,0.50380785,26.46541804,27.46455489,25.25066401,51.24869691,46.12699995,5.121696959,3.34,77.755398,4.324760697,18.62530273,32.24541575,26.3868066,18.29085457,8.8,15.9,38.83,9.72,25.91,0.38,0.11,0.21,23.16,68.98,61.59,31.98600175,0.034995626,55.04032258,2.867105773,6.470360325,24.7260274,34.38356164
70006,LONDON,MARYLEBONE,ST. JOHN,60.70302525,professional,32540,536.0523609,2.96681,81.603774,153.643282,173.618487,117.885349,59.071607,8.768001,6.67774,4.7442196,410.13865,359.87561,290.89311,188.08573,94.7373,15.25217,209.885325,5.35376191,3.699861687,26.56704488,26.3869824,21.46060218,7.813871817,170.37,153.29,11.38618693,8.575067214,9.707089288,25.13,9.28258101,0.849016556,26.96644842,28.0585881,25.42048942,48.88694893,42.81487948,6.072069451,3.78,62.23935794,6.740442656,23.3256683,27.62288014,22.37711986,19.77579764,14.62,16.15,34.36,14.31,19.23,0.64,0.06,0.38,24.43,64.59,56.74,39.22813874,0.048851979,31.33862434,3.683241252,5.432780847,28.57642532,26.40783491
80001,LONDON,HAMPSTEAD,HAMPSTEAD,8.190507704,professional,19106,2332.700327,2.72463,51.743399,128.966533,169.279445,126.226164,53.580122,6.407049,7.36488,5.5153795,449.68119,425.58924,341.67056,231.91387,92.85705,11.04518,216.0211792,2.502664483,2.613480055,29.20982286,27.55351825,26.10619469,7.407407407,143.74,118.26,5.866040956,7.34045467,9.915091756,40.1,7.55957272,0.986031224,26.46831118,26.72397681,26.05633017,46.98634437,41.32789201,5.658452362,1.86,53.48108889,11.64510166,28.06971217,19.98943755,17.58648006,22.52442567,24.03,16.74,23.02,15.69,17.65,0.62,0.19,1.8,19.78,69.84,55.53,49.21358559,0.02279462,24.95138889,2.863128492,3.491620112,30.86038125,20.24729521
90001,LONDON,PANCRAS,REGENTS PARK,80.22965058,semi-professional,34927,435.3378052,3.27924,108.946563,173.037744,179.271752,128.457078,56.889841,8.764738,6.27142,4.3199062,381.0577,311.89994,273.19412,185.15611,80.58872,13.14235,203.2817257,5.460155411,2.852807284,25.11257278,26.64645684,18.25775656,8.783783784,154.89,172.73,6.956206146,7.147132767,14.18651981,19.44,9.553453849,0.646474321,26.69229605,27.44183216,25.78568083,47.32756313,42.08530383,5.242259302,2.56,79.35504521,6.666666667,27.14524207,32.03116305,22.44852532,11.53032832,14.87,17.61,36.44,15.13,14.71,0.68,0.08,0.19,18.15,66.68,52.9,39.26653084,0.444526764,42,4.393673111,5.448154657,30.01675042,32.02680067
90002,LONDON,PANCRAS,TOTTENHAM COURT,211.3469868,semi-professional,29371,138.9705169,3.06707,98.94779,170.68409,167.8205,117.08094,50.49975,7.43182,6.12326,4.2830285,362.82442,330.20715,261.81661,179.84766,72.29776,12.43652,194.1930265,13.41174663,7.611940299,25.60679601,26.64562729,18.92076503,12.33660131,181.28,212.68,19.68503937,7.576181157,16.8297456,15.61,9.910539558,0.908582611,27.34071622,27.88662027,26.70919724,43.67600931,38.41950825,5.256501062,3.59,83.64768187,6.595258154,25.65892406,36.71922012,22.37333012,8.304248405,13.66,21.76,40,10.12,13.11,0.75,0.01,0.23,24.5,73.44,63.18,35.81925055,0.238795004,34.36486486,3.800856531,7.762312634,30.24351925,36.1743912
90003,LONDON,PANCRAS,GRAYS INN LANE,183.5153422,semi-professional,27808,151.5295651,3.51737,118.80026,194.23388,186.15408,139.92974,55.63329,10.18766,6.14826,4.25639015,355.5635,320.39944,258.5548,188.49282,71.43228,12.39869,211.5367715,7.419631006,3.773584906,25.44992809,26.89235411,15.98694943,9.279368213,166.78,204.44,15.59870284,7.236024845,17.3136646,15.03,8.369565217,0.838509317,26.6095896,27.38184145,25.68001812,47.2479564,42.36148955,4.886466848,2.52,79.43285528,8.259847149,27.70429159,32.62786596,23.45679012,7.789535567,19.12,18.71,34.74,12.19,13.78,0.84,0.07,0.3,21.76,70.53,60.63,32.02389157,0.022972663,34.56296296,4.797687861,9.132947977,32.27877121,36.26776708
90004,LONDON,PANCRAS,SOMERS TOWN,220.9056771,semi-professional,39099,176.9940932,4.37938,162.143679,243.351552,227.157754,165.49219,74.908595,6.547483,6.32674,4.60711785,358.194853,338.82995,277.653781,199.925534,96.62964,8.384665,206.2218487,8.222361096,2.909455731,24.06913541,25.61453308,11.51832461,6.75944334,164.5,221.96,8.697779348,8.210907627,15.33507748,7.98,7.949285571,0.623867981,25.7877591,26.72969641,24.72451583,56.44522095,51.1654664,5.279754549,3.13,86.06882334,4.185632298,20.28497922,39.48149614,25.37106669,10.48881852,10.86,15.93,43.23,11.46,17.3,0.61,0.16,0.23,21.67,67.57,62.76,20.74938806,0.263603841,73.25925926,4.421648391,9.409267775,26.48942985,38.59705317
90005,LONDON,PANCRAS,CAMDEN TOWN,149.3898276,semi-professional,23266,155.7401891,4.26496,170.474918,235.973968,222.624618,149.968949,71.189993,7.541418,6.43627,4.418568,398.49663,312.26705,273.03747,193.86961,94.73315,9.80632,224.9541609,56.85817629,15.65187479,22.98902678,24.95616554,11.73076923,10.2739726,182.39,184.44,3.64547733,7.719559948,13.22021257,8.3,7.850083908,0.820436323,27.02129994,27.74560406,26.22877381,59.39093691,50.93982224,8.451114673,2.76,89.71665515,4.232715008,18.80269815,35.09274874,25.2613828,16.34064081,10.56,15.09,37.18,12.36,23.55,0.67,0.1,0.21,21.71,65.42,67.65,21.28795462,0.0667334,62.68918919,4.086398132,8.581436077,25.68072611,35.45114789
90006,LONDON,PANCRAS,KENTISH TOWN,27.6362482,semi-professional,44317,1603.582356,3.88781,116.131893,218.153545,211.371154,153.24468,70.87015,8.606914,7.00204,4.7940044,449.30843,366.72629,282.56118,204.18724,93.69876,11.62741,230.5950854,5.23307972,2.328589909,24.60540513,25.451436,16.10169492,6.809338521,144.83,145.89,10.91133355,6.868103537,10.32278024,23.21,9.869031659,1.247808601,25.30367974,25.91096214,24.55077251,56.81674065,51.50136148,5.315379164,1.79,75.42860882,7.464992757,29.76339932,27.24287784,19.79719942,15.6542733,22,17.59,29.96,10.72,18.26,0.7,0.23,0.42,15.08,60.13,44.78,42.65951928,0.034584126,41.13181818,3.708565802,4.758779127,28.96059244,27.84977519
100001,LONDON,ISLINGTON,ISLINGTON WEST,62.28262129,semi-professional,75442,1211.284921,4.09136,127.77798,224.118147,225.732434,162.686887,71.526315,9.351575,6.90832,4.85297395,418.59959,360.73052,294.62062,205.19261,97.3796,12.67144,235.314288,10.66104304,4.28947999,24.8876567,25.8096825,14.55399061,7.356235997,146.41,166.45,6.898645106,6.874808693,9.794918886,20.3,10.21732476,1.022344659,25.1580794,25.93045933,24.25749506,54.76409346,49.96900186,4.795091605,1.44,81.41095253,5.602910603,28.21205821,31.05509356,22.26611227,12.6975052,18.73,20.28,30.91,11.07,17.43,0.83,0.15,0.39,14.53,63.73,49.53,38.91571112,0.12070006,45.6257485,4.268522001,5.810455058,28.53945994,32.17962107
100002,LONDON,ISLINGTON,ISLINGTON EAST,42.42009925,semi-professional,79899,1883.517517,3.73017,107.760507,197.960897,199.013961,154.308084,73.141118,9.009853,7.16752,4.9800759,441.38077,371.25334,298.49777,210.05044,104.11088,12.10275,234.5625484,4.834868256,2.593192869,26.28102535,26.31395008,17.06433102,6.853464597,149.43,156.26,5.010089764,7.195696032,10.5642844,25.47,9.451610931,1.204377331,25.67437646,26.54280219,24.57745946,52.23167859,47.02548974,5.206188849,2.24,72.05404418,6.398968089,32.90897874,27.56996242,20.21199035,12.74746228,23.03,21.95,25.92,12.69,14.25,1.23,0.12,0.54,16.31,65.66,48.05,43.45344578,0.16185365,38.25526316,5.316119233,6.284412379,32.02529826,28.63303148
110001,LONDON,HACKNEY,STOKE NEWINGTON,10.81498315,professional,6608,611.0041881,3.32309,67.268305,139.903094,187.298725,159.126756,56.345253,10.086994,7.55694,5.59702905,499.12367,389.75871,371.1396,243.87273,100.87349,13.76128,225.9340659,1.260685961,1.153846154,28.45811288,26.73648412,29.76588629,8.786610879,137.28,119.17,8.592541674,5.190311419,9.083044983,40.4,7.266435986,1.297577855,27.07788858,27.7239909,26.08877285,51.1827398,44.13828958,7.044450221,0.77,56.12824675,8.333333333,36.05610561,16.66666667,17.07920792,21.69966997,29.09,18.61,18.94,12.24,19.53,0.42,0.25,0.67,12.83,59.13,46.33,59.64419476,0,34.67647059,2.483069977,2.483069977,30.31301483,22.07578254
