CEN_1911,REGCNTY,REGDIST,SUBDIST,POP_DENS,TYPE,POP,ACRES,TFR,ASFR_20-24,ASFR_25-29,ASFR_30-34,ASFR_35-39,ASFR_40-44,ASFR_45-49,TMFR,TMFR_25,ASMFR_20-24,ASMFR_25-29,ASMFR_30-34,ASMFR_35-39,ASMFR_40-44,ASMFR_45-49,LEGIT_RATE,ILLEG_RATE,ILLEG_RATIO,F_SMAM,M_SMAM,F_CEL_4554,M_CEL_4554,IMR,ECMR,DOC,LP_FAM,SINGLE_PER,HOUSE_SERV,BOARD,HH_KIN,AV_AGE,AV_AGE_F,AV_AGE_M,DEPEND,C_WORK_AGE,ELD_WORK_AGE,IRISH_BORN,SR,HC1,HC2,HC3,HC4,HC5,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,FMAR_PRATE,FNM_PRATE,FWID_PRATE,F_DOM,F_TEX,C_TEACHER,F_CL_1013,M_CL_1013,F_CL_1418,M_CL_1418
30005,LONDON,FULHAM,SOUTH FULHAM,66.51,semi-professional,48747,732.9050256,2.79145,99.123994,163.708443,145.2708,100.202726,41.294469,9.43356,5.17244,3.1588296,398.71281,260.10568,184.73716,122.41144,52.89699,11.61465,155.4713598,4.198980283,2.293202293,25.95858574,27.56576346,13.35088379,7.559121622,110.4,75.9,5.543351058,5.095595766,6.512461591,5.56,12.00068283,1.143735063,27.50489763,28.3261243,26.59347515,48.11874563,42.47650333,5.642242297,1.23,88.09428457,5.526352193,32.99903168,23.48872596,27.05768433,10.82445705,20.35,18.85,29.68,15.8,14.63,0.3,0.03,0.16,9.19,74.07,34.01,19.82009926,0.015508685,20.94680851,0.265533723,1.248008497,32.94306703,38.31496786
40001,LONDON,CHELSEA,CHELSEA NORTH,122.04,professional,37437,306.7671697,1.42302,47.023457,77.715794,80.209182,54.383103,22.731489,2.302592,5.41269,3.415810255,397.544511,293.894621,207.178644,130.906615,46.206037,4.976134,152.6490648,6.331898037,8.550724638,30.24027269,28.27584545,32.721843,20.99892589,135.91,99.71,17.17383137,5.655679393,18.97083235,18.65,10.64737965,0.877400996,33.19545577,33.12847141,33.28505877,36.32198233,24.28063487,12.04134746,2.79,67.86241693,5.779825704,26.23459882,18.05068617,28.84904337,20.98567565,13.88,17.63,32.76,15.26,19.3,0.27,0.07,0.13,18.95,79.92,48.55,43.31070496,0,36.152,0.352112676,1.408450704,37.24696356,36.73168936
40002,LONDON,CHELSEA,CHELSEA SOUTH,99.9,professional,28948,289.7655208,2.00409,72.40835,112.93611,104.015374,75.54886,32.101903,3.896626,5.55335,3.39515785,431.848737,281.906025,194.834818,141.960641,54.36476,5.965326,155.7527784,2.464401509,2.463054187,27.67150776,27.71958944,29.06784335,14.54965358,136.07,95.21,11.06538954,5.007991476,17.9009057,14.57,8.431006926,1.038891849,30.69323554,30.91094711,30.41021746,42.47932247,32.78193254,9.697389926,2.39,68.94820517,7.111407605,27.83188793,19.50633756,29.32621748,16.09072715,16.47,17.64,29.21,16.19,19.67,0.24,0.05,0.11,15.05,72.65,47.33,36.98770492,0,28.04938272,0.670322974,1.096892139,35.37540304,36.15845233
50001,LONDON,ST GEORGE HANOVER SQUARE,MAYFAIR AND KNIGHTSBRIDGE,28.5,professional,26188,919.0356018,0.427521,9.7411938,24.0566469,23.8984095,15.7288559,7.7888729,0.9780815,3.93939,2.16850889,311.936073,242.643443,110.476923,57.139952,20.359779,3.081681,88.37392549,0.294517407,1.408450704,33.49272514,31.30198425,41.16607774,29.2042042,98.12,74.47,41.83458069,3.498662276,14.28277423,43.61,10.3313439,0.432187693,32.48871978,32.12292966,33.06352964,13.27876703,8.907658148,4.371108886,2.61,61.47085706,10.52,23.94666667,9.226666667,25.2,30.74666667,17.63,12.54,40,17.55,9.8,0.21,0.09,0.19,19.57,83.04,49.63,60.57119375,0.010273269,27,1.102941176,0.735294118,45.82693292,33.28213006
50002,LONDON,ST GEORGE HANOVER SQUARE,BELGRAVE,87.72,professional,51610,588.3743808,1.43117,46.998791,85.533557,79.229752,51.627208,19.938318,2.574937,4.99171,3.03421095,383.043331,265.950052,184.571623,110.924474,40.463203,4.932838,126.6419145,5.644873737,8.478513357,29.28055045,29.37701467,34.19336547,16.40959726,145.52,107.34,15.29937149,4.51597962,20.4570017,16.08,10.18218311,0.710205342,32.03393337,33.11522474,30.49468459,29.62317286,21.94984578,7.673327075,2.32,66.3988932,7.419307726,28.47962611,16.30641157,28.83744706,18.89148532,17.16,15.63,33.55,19.05,13.46,0.24,0.04,0.14,16.58,78.67,47.47,43.08691863,0.047539815,28.12121212,0.70754717,1.981132075,39.68079252,36.68134287
50003,LONDON,ST GEORGE HANOVER SQUARE,ST MARGARET AND ST JOHN,94.25,professional,40159,426.0726566,1.99465,70.736818,113.435184,109.25168,72.964142,29.210635,3.274996,5.36207,3.27379536,416.54369,286.90965,201.841599,116.413129,43.666787,5.927907,145.3938919,2.606506826,2.435897436,27.98358005,28.63306411,23.1980116,24.62121212,160.21,107.94,12.28729077,5.449349626,18.06267245,11.85,6.986598345,0.463145447,30.08760519,30.6365485,29.54041189,33.46504465,27.67493233,5.790112318,3.66,100.0997382,7.005708355,30.86959745,15.93149974,27.68922826,18.40017792,14.48,14.69,24.04,24.15,21.79,0.23,0.1,0.19,17.37,80.58,58.69,32.24199288,0.059311981,37.9375,0.343053173,1.500857633,32.97455969,40.21526419
60001,LONDON,WESTMINSTER,ST JAMES AND ST ANNE,118.46,professional,25445,214.8012664,1.32859,48.4376,79.205678,72.054337,44.228841,18.430795,3.363517,4.27595,2.464142195,348.461094,230.124442,145.552188,78.87949,32.217073,6.055246,107.3935362,4.237623239,6.094182825,28.27132464,29.22055204,20.97725358,27.23247232,91.62,55.51,16.56086116,4.344637947,18.18515124,17.4,15.23373052,0.788267644,29.85750375,29.81275938,29.89965504,26.07743605,20.83706579,5.24037026,2.08,107.0905905,6.737257345,35.98048375,25.67216859,21.65472854,9.789266065,11.51,17.2,41.37,21.97,6.93,0.4,0.02,0.09,30.02,86.45,73.31,31.57466211,0,43.31884058,0.682011935,1.278772379,32.43243243,47.03574542
70001,LONDON,ST MARYLEBONE,ALL SOULS,133.2,professional,29484,221.3551453,0.873847,29.4621039,49.5679459,44.1733483,34.8656403,14.4397829,0.5078151,3.95523,2.412013195,284.956923,227.886447,126.380874,89.647317,37.205433,1.282568,169.1031048,8.595658896,11.75616836,30.64942241,30.20398262,32.95698925,17.90490342,81.53,46.8,147.7430968,4.692082111,20.3372434,22.05,10.23460411,0.483870968,30.92962774,31.2978485,30.36145932,22.74661993,17.68903355,5.05758638,2.12,59.68548011,10.99324976,31.62970106,22.39633558,24.40935391,10.40260366,18.85,19.71,35.73,13.86,10.42,0.52,0.05,0.1,23.84,84.26,58.93,38.61680328,0.020491803,21.8880597,0.899280576,1.438848921,47.32758621,31.98275862
70002,LONDON,ST MARYLEBONE,ST MARY,155.14,professional,32110,206.9782255,0.986258,31.722914,57.646714,55.50418,34.901034,15.139674,1.78355,4.39783,2.503998735,367.900172,228.877507,150.94978,87.646055,29.028688,4.297717,410.1566754,80.65790095,33.10657596,30.05739696,28.6846613,36.87445127,26.43826761,56.13,16.36,36.8301133,3.8647343,23.13755403,19.68,9.725400458,0.470378846,33.57975316,33.69406106,33.40995574,30.40909461,19.79463776,10.61445685,2.96,62.11110377,7.195973001,28.00594898,17.45795676,28.10891202,19.04816383,15.86,17.44,31.76,15.66,17.98,0.35,0.05,0.13,22.93,82.7,62.39,37.1816111,0.010354111,20.21472393,0.462962963,1.774691358,43.38329764,33.53319058
70003,LONDON,ST MARYLEBONE,CHRISTCHURCH,71.54,transport,36509,510.3095727,2.53977,103.107709,143.958543,127.953151,89.977814,40.627521,4.026557,5.52954,3.52951552,412.626672,287.693388,212.849641,137.608647,61.291207,6.460221,164.4684795,3.948467473,2.652825836,26.20221437,26.52772183,20.40302267,20.3972088,91.28,59.32,10.41124414,6.047661871,14.07374101,9.2,8.284622302,1.00044964,27.99533697,28.49275059,27.44767174,45.32807143,39.65957108,5.668500359,1.87,89.05720099,3.866809882,24.56140351,18.21518081,32.94844253,20.31865378,10.48,17.27,27.11,14.71,29.5,0.4,0.06,0.2,19.04,78.58,52.43,26.04006163,0.01540832,72.93617021,0.550964187,2.12514758,33.24725629,42.67269206
70004,LONDON,ST MARYLEBONE,ST JOHN,37.42,professional,20057,536.0523609,1.27072,38.017619,70.789282,74.267542,47.28168,18.302715,3.095515,4.80202,2.706521065,404.768641,242.710026,163.633712,93.733402,35.057509,6.169564,133.8604723,1.137941305,1.690140845,29.45942999,29.03325995,32.08395802,11.34133043,88.67,63.93,22.47639978,4.366028708,13.13795853,28.03,8.572567783,1.016746411,31.79886091,32.52941176,30.66095847,32.83780196,24.5155296,8.322272365,1.76,58.47270432,9.701049297,36.52742031,17.64007127,23.87646011,12.13621065,25.13,19.66,24.81,18.26,11.31,0.3,0,0.22,14.73,77.51,43.13,45.77248271,0.019215988,16.79605263,0.732984293,1.256544503,39.94232156,29.34390771
80001,LONDON,HAMPSTEAD,HAMPSTEAD,36.65,professional,85495,2332.700327,1.1726,32.260653,64.748802,67.559422,48.321417,18.269299,2.125124,4.88601,2.85076706,389.832004,261.983255,166.495116,100.970236,36.361118,4.343687,119.3690599,1.462943985,2.836879433,30.74406701,29.81169756,33.13772868,11.85872648,86.98,64.37,24.94524928,3.876590739,8.336006844,35.07,11.59234306,1.133568602,31.04719923,31.5561924,30.23180404,31.48256621,24.3410303,7.1415359,1.55,56.59079389,11.56919295,41.57723039,17.12448584,19.87612879,9.621294501,32.7,20.94,20.77,14.32,10.3,0.27,0.06,0.27,11.01,71.87,37.55,46.47893923,0.018741508,12.29694323,1.019945603,1.359927471,36.32719715,25.90558195
90001,LONDON,ST PANCRAS,WEST ST PANCRAS,106.89,semi-professional,58275,545.1774777,2.64837,106.73618,154.00372,130.13764,94.85465,39.5889,5.60301,5.30601,3.34475749,397.543442,281.679068,191.665019,132.507582,55.703266,7.396563,156.3366874,5.275985558,3.216374269,25.80851898,27.8058513,17.3414305,17.58643617,115.28,78.11,9.96426608,5.283407764,14.86087255,6.44,11.09584335,0.707660598,28.40861287,28.68700841,28.12421992,43.49970408,37.47040836,6.029295719,1.32,97.73192859,4.410283594,26.67373443,25.20540684,31.63530347,12.00106016,12.84,17.6,34.11,16.32,18.22,0.52,0.06,0.15,15.47,81.6,52.24,20.66046609,0.114954541,54.17801047,0.411416817,1.877089226,37.08057277,41.20538577
90002,LONDON,ST PANCRAS,SOUTH ST PANCRAS,147.46,semi-professional,45255,306.8921682,1.92794,77.56563,107.9014,106.48511,67.92399,22.3157,3.39777,4.68254,2.892607,354.36892,243.97451,184.15063,110.95838,34.47126,4.96662,159.6263232,8.397708352,6.341463415,27.38801699,28.27439866,18.83005978,24.85760781,130.05,89.48,27.42756027,5.838641189,15.77880718,8.5,14.34086084,0.801003667,29.63542313,29.74177181,29.53185535,33.03468804,27.44098317,5.593704872,1.78,105.2071364,6.116746644,33.8577416,22.36530402,27.23683411,10.22899836,16.02,17.31,32.18,17.24,15.95,0.61,0.13,0.18,22.73,81.57,60.5,19.3245359,0.078282263,30.48113208,1.108910891,1.108910891,34.83269336,43.06088865
90003,LONDON,ST PANCRAS,EAST ST PANCRAS,90.8,transport,57451,632.7544063,2.96212,118.175429,178.807854,147.102511,103.001711,41.135843,4.960411,5.38217,3.369356645,401.919599,282.365276,197.007942,136.350616,52.570388,5.577107,181.1185955,14.1806539,6.683168317,25.56931571,27.05776579,15.2195444,12.67098632,114.89,78.27,9.767669016,5.143100028,11.51884387,4.55,9.499858317,0.878435818,29.1085458,29.73902792,28.43068733,48.72307293,39.83649105,8.886581884,1.19,93.62782049,3.811936937,25.9009009,23.52477477,32.4268018,14.23986486,14.06,16.55,30.55,16.02,21.86,0.52,0.11,0.14,13.54,78.28,50.11,14.68827052,0.105671011,48.76744186,0.594795539,1.36307311,34.56663941,41.210139
90004,LONDON,ST PANCRAS,NORTH ST PANCRAS,47.21,transport,57406,1216.05509,2.83591,110.932548,172.142664,139.49708,99.264281,41.436592,4.837034,5.45948,3.31873289,434.454616,282.586051,189.416474,131.589799,53.511707,6.642547,161.0185305,4.932078387,2.809798271,25.86242692,27.57212148,16.97127937,10.86482558,104.76,79.66,4.530721779,4.651983623,9.734575745,5.84,8.943950304,0.87533531,28.53066597,29.40782197,27.56766147,48.95219299,41.39032434,7.561868654,0.95,89.98963935,4.286868221,28.76182783,24.19801523,29.36764366,13.31640895,17.63,17.02,31.3,14.47,18.69,0.46,0.11,0.12,10.58,75.9,39.98,18.60007381,0.147619633,28.58656331,0.353690167,1.178967225,33.3877551,39.95918367
100001,LONDON,ISLINGTON,TUFNELL,83.53,semi-professional,33526,401.3757222,2.07384,74.915862,115.805881,112.848221,72.424713,26.875728,2.705721,5.14566,2.97862115,388.98744,246.823892,187.893418,115.82128,40.694779,4.490861,139.216283,6.98409824,5.578231293,27.05344876,27.86186576,21.53621779,10.96892139,112.93,86.57,10.45431465,4.01170589,8.901353493,9.21,9.876844287,0.987684429,30.4622509,31.49118551,29.18321941,40.77049249,32.6113471,8.159145393,1.31,76.76752658,5.849867048,35.14011045,24.40171814,25.09715688,9.408877071,24.86,18.56,30.65,12.65,12.41,0.48,0.07,0.16,11.47,74.34,35.14,19.1507799,0.103986135,17.87837838,0.252143217,1.462430661,35.17453011,36.3252781
100002,LONDON,ISLINGTON,UPPER HOLLOWAY,129.59,transport,37116,286.4159635,2.6864,101.041423,158.41643,136.84599,98.866811,39.241799,4.704407,5.54119,3.36039887,447.164642,276.72602,199.951102,133.861747,54.813941,6.726964,166.6380867,23.98845809,12.29338843,26.180794,27.19550004,16.4209456,14.0599455,111.76,83.35,5.660682517,5.102286402,10.58965102,4.22,10.46931408,1.070998797,31.12548533,31.57331024,30.65222937,51.92528265,38.49336392,13.43191873,1.31,93.19404875,3.600982086,29.81722288,24.71583159,30.09911794,11.74865873,16.79,19.24,31.63,14.3,17.41,0.36,0.03,0.16,12.28,75.75,37.9,16.58943466,0.203892493,33.27319588,0.418585182,2.09292591,34.54849498,39.59866221
100003,LONDON,ISLINGTON,TOLLINGTON,97.76,semi-professional,30609,313.115829,2.76685,104.361476,165.895912,138.401942,98.973247,44.553931,4.924646,5.64705,3.38781153,473.134323,283.542985,195.156253,132.693867,59.210844,6.958357,160.6678862,4.294884668,2.664796634,26.40041781,27.34727638,17.31381286,10.73205402,111.76,84.39,7.530860155,5.405405405,9.073359073,6.83,8.921676779,1.034197463,28.41557973,29.35065176,27.35911217,51.17166213,43.1112212,8.060440921,0.75,86.17413761,4.468640127,32.1084269,23.46603153,27.56039469,12.29443121,18.98,20.74,28.08,13.42,18,0.35,0.05,0.15,12.52,72.2,37.98,19.93250844,0.112485939,30.33823529,1.546822742,1.463210702,32.69734381,39.54358399
100004,LONDON,ISLINGTON,LOWER HOLLOWAY,98.18,transport,39362,400.9154678,3.38599,132.55132,191.26348,165.66813,133.41393,52.87352,8.04483,5.85922,3.73131,456.98932,296.08796,212.47456,161.13959,65.61466,10.94523,178.6500409,3.298233662,1.554907677,25.24674003,27.50298398,14.4640999,11.32269686,105.83,75.06,4.584585604,5.437300099,8.282783721,5.71,8.933495092,1.180103673,27.36925232,27.75208871,26.98164667,51.31249277,44.78664765,6.525845122,0.88,101.1241181,3.048926491,24.30361561,21.89320776,34.04900631,16.64139197,12.27,16.62,27.55,15.64,26.95,0.55,0.1,0.17,13.46,80.65,42.88,15.26267281,0.258064516,43.625,0.83500334,1.336005344,36.54561052,44.9528167
100005,LONDON,ISLINGTON,BARNSBURY,177.49,transport,53011,298.6756735,3.4543,143.338237,203.35712,173.265072,119.544058,47.141965,5.598618,5.65756,3.53664412,423.953991,292.794281,211.208054,139.092894,57.320336,6.913259,184.0293031,3.022880052,1.276024177,25.05969062,27.2496282,9.549902153,9.871589085,100.48,71.76,2.831577755,5.943714822,10.94183865,2.27,9.425891182,0.765478424,27.03573317,27.56142318,26.49868275,52.23691777,45.90281771,6.334100058,0.66,98.06378132,1.928424616,20.9225003,24.74307823,36.46475638,15.7840648,9.95,15.31,30.45,16.48,26.86,0.54,0.07,0.14,14.08,84.2,49.83,8.287441236,0.255204835,109.18,0.536585366,1.463414634,38.31600832,44.07484407
100006,LONDON,ISLINGTON,ISLINGTON S E,122.73,semi-professional,71775,584.8374609,2.7747,105.277152,159.880579,142.016546,101.271846,40.40958,4.976864,5.31473,3.24547405,409.161604,267.234004,187.462681,135.716869,52.324628,6.356628,167.5404398,2.814734535,1.605758583,25.88007686,27.63109622,15.22019057,11.67002012,105.61,70.14,5.716038367,5.034349506,12.66101331,4.48,8.995276943,0.848003435,28.55502553,29.4333093,27.59456855,45.3885464,38.5261194,6.862426995,0.91,90.40117379,3.362657973,26.85214129,26.63332291,32.277944,10.72656634,15.32,16.98,29.9,19.43,17.21,0.78,0.06,0.1,16.96,83.87,50.99,9.933934902,0.193361263,54.98723404,0.547778454,1.379590181,39.13113957,42.38936619
100007,LONDON,ISLINGTON,HIGHBURY,75.78,semi-professional,62004,818.2508903,2.1261,71.984884,122.787859,112.665477,80.225217,32.089934,3.332795,4.94349,3.038526085,368.608168,257.084919,179.339405,118.024015,47.852819,5.404059,144.5260704,1.179840107,1.040832666,27.43335709,28.6337176,22.04137931,12.18914186,92,61.36,6.944332294,4.129677122,10.36364832,9.57,11.9155652,1.117906227,29.8531603,30.89313343,28.6373611,39.62047024,31.90802834,7.712441897,1,83.39747569,5.289221368,38.08344748,22.23158782,25.26604151,9.061215889,26.97,19.16,25.51,15.27,12.35,0.45,0.04,0.09,11.8,75.14,39.11,17.82358843,0.082094317,18.05360444,0.363164721,1.426718547,34.0827508,38.39032685
110001,LONDON,HACKNEY,STOKE NEWINGTON,57.38,semi-professional,50659,882.8645744,2.06427,65.609309,122.65804,110.768617,76.435521,31.988945,3.057615,5.19187,3.075019955,415.543254,268.482306,183.432571,113.399373,45.204949,4.484792,135.4929676,1.60198304,1.570680628,27.62617253,28.68204945,22.85992218,10.05089059,94.84,53.8,8.693418687,4.162903358,8.678873471,14.09,10.4524181,1.321947615,30.22132833,31.22049556,28.98998323,40.96241188,32.40268606,8.559725821,0.81,77.72110528,5.60242997,40.56699291,23.5842052,22.82146473,7.303408707,28.97,19.56,26.45,14.74,9.21,0.7,0.05,0.13,11.43,71.24,36.03,22.70049841,0.101948346,18.77777778,0.70265091,1.852443309,36.1123906,36.91847075
110002,LONDON,HACKNEY,NORTH HACKNEY,49.95,semi-professional,53689,1074.813513,1.87726,52.149154,112.375679,104.951251,73.115126,25.288935,5.022584,5.18304,3.080758145,411.987132,273.947091,182.146671,112.697955,39.83022,7.529692,133.2807277,1.19237891,1.333333333,28.42000599,28.72199362,24.85442844,9.43622551,94.84,54.06,10.63591581,4.071388734,6.75643375,20.21,9.807983428,1.442116166,30.21699205,31.07625753,29.09024632,39.54784602,31.65338334,7.894462676,0.66,72.58057266,7.262606852,45.6298456,18.73301968,20.15108343,8.18368564,34.71,19.91,20.92,13.86,9.48,0.82,0.03,0.16,8.71,69.15,29.87,30.32032984,0.095147479,9.069473684,0.575871005,1.554851713,33.87166236,31.69681309
