CEN_1901,REGCNTY,REGDIST,SUBDIST,POP_DENS,TYPE,POP,ACRES,TFR,ASFR_20-24,ASFR_25-29,ASFR_30-34,ASFR_35-39,ASFR_40-44,ASFR_45-49,TMFR,TMFR_25,ASMFR_20-24,ASMFR_25-29,ASMFR_30-34,ASMFR_35-39,ASMFR_40-44,ASMFR_45-49,LEGIT_RATE,ILLEG_RATE,ILLEG_RATIO,F_SMAM,M_SMAM,F_CEL_4554,M_CEL_4554,IMR,ECMR,DOC,LP_FAM,SINGLE_PER,HOUSE_SERV,BOARD,HH_KIN,AV_AGE,AV_AGE_F,AV_AGE_M,DEPEND,C_WORK_AGE,ELD_WORK_AGE,IRISH_BORN,SR,HC1,HC2,HC3,HC4,HC5,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,FMAR_PRATE,FNM_PRATE,FWID_PRATE,F_DOM,F_TEX,C_TEACHER,F_CL_1013,M_CL_1013,F_CL_1418,M_CL_1418
30001,LONDON,CHELSEA,CHELSEA NORTH,138.5871899,professional,42514,306.7671697,1.77223,57.09844,92.645734,100.495226,71.122304,29.302137,3.499739,5.53854,3.55093808,386.53183,287.314085,222.082821,138.387127,55.178757,7.224826,162.9608776,7.10477618,7.84603997,29.6,28.06126757,26,19.66527197,157.59,109.65,12.4661884,6.307139188,18.15100154,17.39,9.696969697,0.698510529,31.404647,31.72100629,30.86300318,36.91420099,26.99026623,9.923934764,2.72,71.23715945,4.998299898,25.22951377,20.69874192,28.25569534,20.70724243,13.16,17.92,32.58,14.73,20.8,0.28,0.03,0.19,15.59,79.9,51.63,44.33640738,0.020048115,34.67073171,0.641025641,1.465201465,35.20212452,36.05783417
30002,LONDON,CHELSEA,CHELSEA SOUTH,108.1150025,professional,31328,289.7655208,2.30017,76.823184,132.466488,123.950438,81.984086,39.598346,5.178298,5.60973,3.5863433,400.748908,302.858237,212.643354,131.424069,61.643381,8.699619,174.5358184,2.793472492,2.181656278,27.9,27.53820622,20,12.20930233,157.59,107.86,10.18524413,5.861228678,16.75003206,12.72,9.221495447,0.641272284,29.00506531,29.33791958,28.44063399,45.40485455,37.83120252,7.573652029,2.44,76.00922722,6.796464405,24.68944099,23.12470139,29.26421405,16.05351171,15.77,15.76,30.83,13.85,23.01,0.21,0.05,0.13,13.63,71.78,46.97,33.38721264,0.03591954,39.86206897,0.487210719,0.893219651,29.9522673,37.78838504
40001,LONDON,ST GEORGE HANOVER SQUARE,MAYFAIR AND KNIGHTSBRIDGE,31.27517579,professional,28743,919.0356018,0.755746,15.59866,41.141868,45.254228,30.135213,13.052932,1.278863,5.25368,2.88334816,471.206586,266.663193,180.010056,93.060609,34.427682,2.508092,87.49173261,1.060993197,4.576043069,33.1,32.50733323,37,20.18502944,173.14,154.8,45.90027123,3.311735061,15.55075594,44.58,10.40316775,0.629949604,30.61752724,30.49982164,30.49463819,15.91331019,12.06312051,3.850189684,2.48,63.04967427,8.912404468,23.38624339,9.911816578,26.59611993,31.06407995,15.79,12.78,36.87,25.32,7.54,0.21,0,0.17,17.99,87.42,55.77,65.31180936,0.009608917,25.32926829,1.005025126,2.135678392,43.01075269,36.87773795
40002,LONDON,ST GEORGE HANOVER SQUARE,BELGRAVE,94.86306988,professional,55815,588.3743808,1.51595,44.835118,89.277987,82.382181,59.405207,23.867042,2.790516,5.09727,3.182454115,371.949518,282.782649,186.288483,116.702195,46.702887,4.014609,137.2645969,5.399401904,7.294344473,29.9,29.22919674,27,14.6985962,164.93,130.96,15.23188302,5.447265035,15.13297069,18.11,12.64732548,0.611967362,30.25429596,31.16741761,28.81174781,28.35271095,22.72591228,5.626798665,2.59,72.18151642,7.181856363,33.32933341,16.39767205,26.24947501,16.79966401,16.45,14.92,28.42,26.51,12.89,0.29,0.06,0.13,12.94,80.04,49.66,44.77348066,0.073664825,32.67647059,0.649598777,2.407336645,37.35955056,37.1218669
40003,LONDON,ST GEORGE HANOVER SQUARE,ST MARGARET AND ST JOHN,102.5599726,professional,43698,426.0726566,2.34555,94.78291,127.33595,117.42611,83.78274,39.72682,6.80943,5.04278,3.252088755,354.769743,269.746321,186.271155,125.358105,59.380476,9.661694,152.3449936,2.583511563,1.997146933,27,28.49488244,17,21.09800363,167.79,127.04,12.3688671,6.212315001,17.37621049,11.52,7.35428467,0.602959985,28.63033414,28.98519639,28.0464316,36.7708366,31.66786823,5.102968373,2.39,98.37341772,5.890355054,33.6484832,17.15412869,26.62222827,16.64399401,12.73,13.43,23.08,27.61,22.31,0.3,0.05,0.15,16.74,79.4,59.82,32.80267043,0.077031711,47.9109589,0.54505814,4.14244186,31.14665221,41.36622391
50001,LONDON,WESTMINSTER,ST JAMES WESTMINSTER,133.9002269,professional,21588,161.2245214,1.86958,66.785227,109.316131,98.390411,69.250847,25.665763,5.083046,5.64939,3.42520443,468.304607,307.650765,199.075471,126.333997,42.73174,9.248913,154.5167656,6.222304525,7.177814029,29.3,29.43715725,18,23.60379347,166.63,134.02,15.28839472,4.713804714,18.79208754,20.39,13.72053872,0.61026936,29.15716537,28.60446097,29.42906884,29.32925733,23.79068513,5.538572199,2.6,93.92245047,6.877034102,28.44205462,29.64482807,22.20178293,12.60789585,12.16,18.71,41.61,15.59,10.51,0.79,0.09,0.11,28.44,87.61,73.25,36.85975042,0.037250885,47.38596491,1.467710372,1.859099804,33.69781312,41.74950298
50002,LONDON,WESTMINSTER,ST ANNE SOHO,214.5147114,professional,11493,53.57674503,2.10852,79.168632,118.545774,121.49706,87.799057,27.138254,2.838606,4.48895,2.906966835,303.944946,246.96563,170.871573,120.015554,38.669743,4.870867,142.4662532,4.013868092,2.941176471,25.4,29.39420938,17,16.74208145,134.7,102.9,10.44204664,4.573061808,18.79242587,10.43,12.29010361,1.357627724,27.33336235,27.34894785,27.21177945,32.45330874,28.81023749,3.643071247,1.98,102.5294695,4.971271546,37.34698976,31.27654259,20.83437422,5.321009243,7.55,20.06,40.17,24.27,6.79,0.51,0.08,0.1,26.97,86.21,73.54,19.32013769,0,61,2.211690363,3.159557662,33.82497542,42.77286136
60001,LONDON,MARYLEBONE,ALL SOULS,159.8833402,professional,35391,221.3551453,1.27194,42.885773,71.330249,72.015362,46.399699,16.456111,3.074384,4.27448,2.842396245,272.90005,262.740666,171.385005,95.543524,32.26331,6.546744,124.1475225,1.501611276,2.626970228,29.4,29.12817127,30,17.25852273,152.29,111.83,102.0033342,4.765291607,18.68183973,18.74,11.22569938,0.545282124,29.52044998,29.69886141,29.06801394,25.44410169,21.01194908,4.432152608,2.11,66.6002656,8.659298414,32.53243633,24.10379625,24.77654974,9.812590101,17.25,21.48,33.39,15.07,11.73,0.65,0.01,0.09,21.37,85,63.54,36.24700814,0.038295835,28.71942446,3.782051282,2.243589744,42.39631336,34.13429888
60002,LONDON,MARYLEBONE,RECTORY,172.7780037,professional,19849,114.8815218,1.20665,37.685307,63.048519,70.552172,48.971082,16.293227,3.185118,4.91547,2.91213035,389.57172,250.59467,177.27709,114.42548,33.52047,6.60836,137.0300877,15.06650861,22.31111111,29.9,27.91237086,34,27.37430168,105.49,70.72,44.33472719,5.157261795,17.04440333,24.44,10.63829787,0.508788159,33.05952621,32.92221562,33.20801844,33.27063881,21.46839524,11.80224357,3.65,60.94161545,7.426697531,27.71990741,20.52469136,27.66203704,16.6087963,14.4,21.02,28.37,15.18,19.79,0.68,0,0.21,23.36,83.31,71.74,33.55476069,0.119230114,25.73255814,1.816118048,1.816118048,41.60447761,31.52985075
60003,LONDON,MARYLEBONE,ST MARY,196.5216917,professional,18099,92.09670364,1.47163,46.610251,80.605224,83.676493,55.705174,24.48954,3.325786,4.73486,2.934328505,342.419599,246.521068,183.260053,108.23621,43.764682,5.083688,403.4147514,132.6133765,38.28534031,28.3,29.41285226,31,16.03325416,105.49,56.79,30.38841925,5.283717105,23.86924342,14.35,8.367598684,0.534539474,30.66961473,31.37875133,29.45252444,31.80096168,25.0837826,6.717179076,2.37,68.52291172,5.540695453,25.42988154,21.55139473,29.67137944,17.67290791,12.83,18.7,32.17,16.26,19.43,0.25,0.02,0.06,16.56,82.32,57.22,39.60758948,0,28.5625,0.225225225,1.463963964,38.38451268,38.05073431
60004,LONDON,MARYLEBONE,CHRISTCHURCH,77.47454117,transport,39536,510.3095727,3.0046,115.523791,166.878537,156.12275,110.452167,49.036365,6.735386,5.65921,3.80791355,387.55625,305.66336,227.28191,148.64821,69.96281,10.02642,170.1726413,4.297159271,2.605416524,26.1,27.11913645,14,16.37612256,119.44,77.24,7.081973847,6.864543983,11.71073934,8.53,9.09875877,0.75553157,27.01730638,27.37058414,26.35741505,46.23524624,41.25504126,4.98020498,1.84,92.97505636,3.329468279,22.53602783,21.64154381,33.00480371,19.40533378,9.41,16.41,28.43,13.05,32.02,0.31,0.06,0.11,15.39,77.33,54.56,25.29813961,0.015900779,60.976,0.859401856,1.753179787,30.43924994,40.58566658
60005,LONDON,MARYLEBONE,ST JOHN,38.10448659,professional,20426,536.0523609,1.78228,57.624822,103.063512,97.197394,60.672419,31.564469,3.798196,5.35244,3.381649415,396.756888,310.366075,183.970575,119.617417,56.807017,5.568799,200.0705158,1.307506276,1.275510204,29.4,28.58405464,27,10.88992974,145.58,110.86,18.11416822,5.724110032,14.19902913,27.25,9.08171521,0.768608414,29.83226375,30.66760938,28.57208097,36.15928495,28.82870864,7.330576307,1.68,61.05274677,9.083865969,32.05500678,21.01491381,26.61243463,11.23377881,23.48,18.19,25.78,16.19,15.42,0.37,0.14,0.28,11.57,72.33,43.5,43.39375409,0,25.16239316,0.170068027,1.19047619,33.44389165,31.84079602
70001,LONDON,HAMPSTEAD,HAMPSTEAD,35.12752969,professional,81942,2332.700327,1.59739,42.667825,85.542801,90.433792,67.410817,27.276306,4.850505,5.48988,3.4525512,420.78343,303.69236,200.9203,129.08498,48.87361,7.93899,152.9586508,1.838093238,2.797503766,30.2,29.01687323,29,10.82865632,141.19,110.19,22.69898221,4.719179678,8.092519226,37.64,10.99976695,0.949662083,28.82603123,29.26577967,28.03259552,34.42238267,28.40006564,6.022317033,1.33,55.94998191,10.66673417,40.24705108,18.90852022,20.28552625,9.806105402,31.88,20.98,21.1,13.36,11.84,0.39,0.03,0.22,7.59,71.78,34.94,49.47178562,0.015459933,15.01987578,1.297631308,2.739443872,35.86492258,25.40042712
80001,LONDON,PANCRAS,REGENT'S PARK,111.5537465,semi-professional,50644,453.9874417,2.74484,108.31537,163.39481,142.34308,90.93221,39.36097,4.98596,5.22806,3.356545325,372.91126,281.382905,199.683302,128.841378,54.434833,6.966647,175.263648,4.689828698,2.615992103,25.5,27.77542839,16,13.11042675,159.21,111.6,9.285051068,5.429933856,13.83633287,8.14,10.75988309,0.653745578,27.68671436,28.29287589,26.93133418,43.00330686,37.46643679,5.536870072,1.12,93.21042173,4.568023833,26.53301887,29.37562066,29.06529295,10.43321748,13.62,16.7,34.73,16.03,18.13,0.56,0.08,0.08,10.4,76.63,47.37,23.43935595,0.092384849,51.61494253,0.78878177,1.811276658,32.94252874,40.32183908
80002,LONDON,PANCRAS,TOTTENHAM COURT,178.5558588,semi-professional,24814,138.9705169,2.14676,77.85526,116.98946,107.10111,84.53098,37.54681,5.51684,4.8869,3.153500155,341.8719,255.204678,189.191642,121.49447,55.01475,9.794491,135.4717601,4.396876758,4.208273894,27.3,29.4683152,17,18.17406143,187.78,133.44,24.98589506,6.094420601,15.22746781,10.35,12.8583691,0.789699571,28.50893109,28.79957942,27.97410562,33.30287557,28.40096748,4.901908089,1.99,94.82889734,4.578864923,29.78672129,28.03952283,28.05157248,9.338474515,12.49,18.12,37.53,14.01,16.63,0.55,0.05,0.07,21.98,80.01,64.87,21.6407355,0.040412204,40.43956044,1.055594652,1.266713582,31.90455148,43.1727795
80003,LONDON,PANCRAS,GRAY'S INN LANE,183.9727025,semi-professional,30893,167.9216513,2.87902,118.32029,169.73461,142.81047,100.62354,37.15077,6.5326,5.43486,3.453937015,386.699017,288.475532,201.666982,137.514521,53.733211,9.397157,174.8893229,13.89261058,7.492113565,25.5,28.34578288,15,19.11764706,187.96,132.83,15.53297521,5.87628866,17.17783505,6.73,10.85051546,0.760309278,28.01634516,28.06818034,27.81644611,40.44913174,35.60778253,4.841349214,1.84,99.31078846,6.272349473,27.12863632,25.41799555,29.95071035,11.10466802,17.11,16.9,29.01,15.36,20.66,0.48,0.1,0.2,14.88,78.59,71.64,18.85002964,0.177830468,41.23664122,0.535279805,1.849148418,35.49618321,41.18320611
80004,LONDON,PANCRAS,SOMERS TOWN,170.2429694,transport,30132,176.9940932,3.83693,171.41961,216.37542,191.66974,121.46173,60.50066,10.53485,6.13447,3.96943305,448.44743,318.32892,238.9271,146.69014,77.00669,12.93376,201.937967,4.648345519,1.943844492,24.9,27.09105949,10,11.27819549,195.11,134.77,7.964954202,6.886637459,12.21248631,4.31,8.666484118,0.643483023,26.03605458,26.28213493,25.54313847,51.38463085,46.41905815,4.965572699,1.67,95.15344126,3.380743982,20.85339168,25.77680525,35.2297593,14.69365427,9.97,15.4,32.28,14.06,27.4,0.53,0.03,0.18,14.21,79.42,59.19,14.48417217,0.045547711,71.41573034,0.830909846,1.911092646,34.38443475,41.79805434
80005,LONDON,PANCRAS,CAMDEN TOWN,73.32658241,transport,40106,546.9503512,2.77763,104.855564,162.992659,139.337268,96.472332,42.172563,4.042144,5.28787,3.414454555,357.286831,282.67463,197.974745,135.580467,60.60302,6.058049,177.870578,23.0288964,11.71897495,25.7,27.50641843,16,11.78144565,160.35,126.95,10.47146526,5.195080577,10.57039864,8.8,11.10050891,0.837574215,29.87973263,30.68884252,28.87629965,45.2944374,35.28900163,10.00543577,1.24,89.8536653,4.71560525,27.61302868,27.81558905,28.50429428,11.29476584,17.82,16.65,32.63,13.1,19.11,0.43,0.03,0.12,8.93,72.41,55.07,22.51189008,0.1409195,28.98214286,0.652528548,1.998368679,30.73555166,39.55049621
80006,LONDON,PANCRAS,KENTISH TOWN,48.2938647,transport,58728,1216.05509,3.12634,116.567275,183.080745,158.899534,112.279922,49.898544,7.267311,5.48857,3.59892311,376.489098,289.697857,208.416431,147.164469,65.629224,8.876641,187.9383894,3.5033935,1.711840228,25.6,27.55994287,13,7.645631068,136.22,100.87,5.630726705,5.081213167,9.350294667,7.68,9.472473767,0.855253701,26.95467113,27.73780669,25.99639363,49.94881769,43.89906848,6.049749207,0.9,91.62962963,3.960060924,26.85733627,28.32966661,28.45377108,12.35967733,17.69,15.82,33.64,12.6,19.41,0.52,0.1,0.13,6.97,69.43,42.04,19.87259382,0.124636477,34.70724638,0.708924103,2.064220183,30.57671382,40.76895176
90001,LONDON,ISLINGTON,UPPER HOLLOWAY,99.80442612,semi-professional,99895,1000.907514,2.92055,108.356828,173.212895,150.636078,104.188584,42.231948,5.183621,5.65899,3.638845195,411.695039,302.256112,215.034831,142.336001,60.037326,8.104769,143.5358615,8.627599824,6.152671756,26.3,27.02627321,16,10.39234003,160.69,118.56,7.908303719,5.033437361,8.033883192,10.87,9.732501115,0.994204191,28.37836241,29.22417785,27.3133538,48.05029209,39.95196157,8.098330516,1.05,83.99517001,4.796831956,32.17630854,25.92286501,26.51859504,10.50619835,21.86,18.46,30.37,11.62,16.83,0.51,0.04,0.17,10.08,69.22,47.44,24.92320581,0.111700642,24.54161162,0.843881857,1.969057665,30.80411459,38.28116359
90002,LONDON,ISLINGTON,LOWER HOLLOWAY,103.3235266,transport,41424,400.9154678,3.5876,142.334681,210.797685,176.391359,135.115518,55.404361,7.185398,5.84757,3.98056453,409.573911,325.943353,222.903082,167.639146,70.271502,9.355823,190.7607343,3.54618673,1.64312482,25.6,26.9203667,10,10.22664456,142.17,111.1,6.276554654,5.788962091,7.495409871,7.41,8.100226806,0.961226914,26.06374502,26.47293765,25.44286971,50.83035909,45.93925268,4.891106417,0.81,99.38393839,2.987252342,22.50806328,24.08232222,32.19167563,18.17693135,12.18,16.12,28.56,13.03,29.38,0.48,0.06,0.1,9.37,75.19,45.08,19.51542684,0.340715503,48.95505618,1.139088729,2.1882494,32.82442748,43.93006649
90003,LONDON,ISLINGTON,BARNSBURY,182.3985173,transport,54478,298.6756735,3.63451,160.792651,205.67736,179.298989,127.736247,49.761883,7.398986,5.49943,3.5461565,389.07818,273.0599,213.11642,152.36993,60.20289,10.48216,203.9361318,4.050766246,1.468926554,24.4,27.15535278,10,9.068219634,151,106.22,4.95612908,5.402282248,10.38567095,3.31,10.47956088,0.758341759,26.60604725,27.08817716,25.99754108,48.68568309,43.54305992,5.142623175,0.77,98.96563047,2.410739789,21.12539274,29.86575264,33.5218509,13.03627535,12.09,15.62,32.64,14.14,24.87,0.47,0.04,0.08,9.7,79.18,48.18,9.887087435,0.217139548,83.88888889,1.057135666,2.542159577,34.78708085,45.03188644
90004,LONDON,ISLINGTON,ISLINGTON SOUTH EAST,130.8855505,semi-professional,75397,576.0528927,3.0902,116.215055,182.259213,153.842382,107.8395,48.945326,5.223045,5.55209,3.57692448,389.363598,294.48384,207.592769,141.896072,64.05901,7.353205,184.3310509,2.816832384,1.55175172,25.5,27.10781254,15,10.18691589,155.99,115,7.161993687,5.282399068,10.95687189,6.43,9.950196037,0.879516796,27.36063203,28.08666819,26.41736845,44.67007025,39.12517754,5.54489271,1.06,87.88507001,3.768402077,26.6191682,30.1300485,31.37902914,7.89304262,16.15,18.69,31.29,17.29,15.39,0.78,0.06,0.09,12.78,80.5,49.72,13.17030288,0.223767282,41.46846847,1.094752737,2.963382408,36.95833333,43.08333333
90005,LONDON,ISLINGTON,HIGHBURY,77.96752898,semi-professional,63797,818.2508903,2.46337,84.111369,146.53256,131.803951,83.460513,38.576108,4.697347,5.37719,3.339037165,386.582387,284.659116,197.740167,124.0022,55.266427,6.139523,165.5074572,1.781367294,1.380538855,27,28.15577638,19,8.811081185,136.84,110.15,7.367233055,4.813622955,8.601501743,13.79,12.07428265,1.08608206,28.09425709,29.02082789,26.89079029,41.93239725,35.57711565,6.355281604,0.85,80.44991099,5.196532099,38.05648636,25.45609276,23.58917079,7.643210468,27.57,20.72,26.71,12.1,12.08,0.56,0.06,0.09,8.61,70.72,38.62,24.87658504,0.106475656,19.32867133,0.903750565,1.988251243,32.01030928,36.90721649
100001,LONDON,HACKNEY,STOKE NEWINGTON,58.04627514,semi-professional,51247,882.8645744,2.34616,70.921644,138.360416,127.208602,88.507392,35.69906,4.486198,5.47818,3.420676695,397.944295,293.838987,197.093629,133.961033,53.296067,5.945623,142.7843219,1.147678455,1.160092807,27.8,28.34456363,20,8.448030375,136.6,106.17,9.171089603,4.780405405,7.761824324,18.14,10.45608108,1.359797297,28.65602858,29.38892597,27.62042269,40.59001098,33.57574094,7.014270033,0.84,75.34777762,5.893223819,42.35455168,24.63381246,21.37577002,5.674195756,31.64,20.84,25.98,12.31,8.26,0.77,0.03,0.07,7.34,67.03,32.86,30.56685004,0.083712031,17.12195122,0.907441016,1.814882033,33.08116949,34.41014108
100002,LONDON,HACKNEY,NORTH HACKNEY,47.04071859,semi-professional,50560,1074.813513,2.28626,66.977492,131.262943,127.69217,85.391373,38.536258,4.991071,5.75651,3.511813385,448.930266,300.523564,209.360256,129.03404,56.47968,6.965137,163.6633587,1.169998515,1.145958987,28.3,28.17993021,21,8.567134269,136.6,109.34,9.493670886,4.623088617,6.196906018,25.49,10.04202808,1.296610927,28.41174957,29.0987111,27.28361461,40.42624135,33.75197977,6.67426158,0.63,70.48687351,7.509477982,44.59025955,19.75794692,19.63400408,8.457276174,34.97,20.49,21.13,11.5,10.69,0.95,0.05,0.14,6.94,64.88,29.94,38.61562167,0.154083205,11.13774834,0.971463267,1.092896175,33.69949,30.97293056
